"sample_SRR5343917" "sample_SRR5343918" "sample_SRR5343919" "sample_SRR5343920" "sample_SRR5343921" "sample_SRR5343922" "sample_SRR5343923" "sample_SRR5343924" "sample_SRR5343925" "sample_SRR5343926"
"ENSG00000188322" 243 179 48 77 28 20 37 36 85 171
"ENSG00000188324" 0 0 0 0 0 0 0 0 0 4
"ENSG00000188334" 0 0 1 0 0 0 0 0 0 0
"ENSG00000188338" 4 2 2 1 180 89 7 3 34 81
"ENSG00000188340" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188342" 12047 10963 1842 1550 1863 2213 1198 1162 1301 1078
"ENSG00000188343" 992 1790 1874 1118 2574 3446 1569 1612 2876 902
"ENSG00000188352" 1662 1816 1736 2253 1622 1878 2375 1912 955 1590
"ENSG00000188365" 0 4 6 13 15 15 20 36 3 6
"ENSG00000188368" 122 131 40 58 96 183 118 68 66 124
"ENSG00000188372" 79 25 218 237 160 187 41 19 61 36
"ENSG00000188373" 0 0 0 0 0 0 2 1 0 0
"ENSG00000188375" 164 151 48 68 181 294 212 169 102 146
"ENSG00000188379" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188383" 5 7 1 1 12 15 2 0 15 6
"ENSG00000188385" 4 3 0 8 24 7 25 25 16 11
"ENSG00000188386" 1 0 1 1 2 1 0 0 0 0
"ENSG00000188388" 5 38 3 6 7 10 2 9 1 2
"ENSG00000188389" 3 76 207 794 6 8 21 10 464 97
"ENSG00000188393" 0 0 0 0 6 2 0 2 0 2
"ENSG00000188394" 0 0 0 0 0 0 0 0 0 2
"ENSG00000188396" 10 13 24 15 7 19 53 22 22 11
"ENSG00000188399" 12 32 5 7 25 33 0 0 0 0
"ENSG00000188403" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188404" 278 234 520 1251 1817 1888 468 199 1027 404
"ENSG00000188408" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188419" 2609 3617 1541 974 3530 4250 2236 2313 1401 1066
"ENSG00000188425" 0 0 0 1 0 0 0 0 0 1
"ENSG00000188428" 1763 1513 673 528 899 1191 541 532 750 702
"ENSG00000188438" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188439" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188451" 1 1 7 4 1 0 1 6 2 1
"ENSG00000188452" 39 100 1013 1270 2758 2860 453 165 1094 701
"ENSG00000188459" 8 4 1 4 9 4 16 9 4 9
"ENSG00000188460" 1 1 0 0 0 1 5 0 0 1
"ENSG00000188467" 2842 4152 2069 1407 17 16 406 1730 429 936
"ENSG00000188477" 0 0 3 4 0 5 6 1 7 1
"ENSG00000188483" 339 871 349 824 1775 3691 1272 939 1233 3385
"ENSG00000188486" 2118 2220 631 1276 2704 3755 2393 2006 1312 3893
"ENSG00000188487" 10 0 6 3 310 745 110 53 3 5
"ENSG00000188488" 120 9 1177 1916 369 15 218 407 24 37
"ENSG00000188493" 1297 1553 418 980 917 1536 1010 516 312 548
"ENSG00000188501" 85 36 29 29 387 206 400 135 24 57
"ENSG00000188505" 0 2 12 14 4 7 6 3 36 20
"ENSG00000188508" 2 0 5 3 0 1 0 11 0 0
"ENSG00000188511" 96 55 859 589 56 31 108 36 186 383
"ENSG00000188512" 1 3 23 28 4 12 1 2 5 2
"ENSG00000188517" 40 22 296 276 10 92 32 2 151 83
"ENSG00000188522" 9 14 427 376 1892 2196 169 66 587 787
"ENSG00000188523" 1 2 5 3 46 150 1 0 5 2
"ENSG00000188525" 0 0 0 5 0 0 1 4 0 2
"ENSG00000188529" 7003 6947 6330 4440 8720 7923 7985 7990 6789 5402
"ENSG00000188536" 377 455 17 1030 640 30 214 379 10270 285
"ENSG00000188542" 109 194 217 277 475 450 395 195 184 134
"ENSG00000188549" 3140 11762 1884 4819 682 742 1400 1639 650 513
"ENSG00000188554" 15066 15110 4538 6795 14255 20479 7562 7448 5598 6222
"ENSG00000188558" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188559" 2098 2249 562 1410 2047 1523 1238 471 750 1606
"ENSG00000188566" 700 1236 519 928 1381 2078 933 576 937 880
"ENSG00000188573" 0 1 170 128 105 568 5 15 194 119
"ENSG00000188580" 3 0 2 3 3 4 0 3 1 5
"ENSG00000188581" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188582" 0 0 1 0 4 6 0 1 10 18
"ENSG00000188585" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188596" 11 15 120 96 56 87 29 39 50 30
"ENSG00000188599" 111 208 211 652 621 414 194 88 1040 436
"ENSG00000188603" 246 201 175 155 90 130 136 151 260 178
"ENSG00000188610" 89 74 78 147 369 315 213 187 169 195
"ENSG00000188611" 37 69 45 43 93 75 141 164 13 16
"ENSG00000188612" 15053 12526 8314 6917 11743 13635 6576 7291 10264 13414
"ENSG00000188613" 93 18 1819 1307 340 1033 214 601 228 96
"ENSG00000188620" 2 0 0 1 5 22 1 0 1 0
"ENSG00000188624" 1 1 0 2 16 0 2 4 58 38
"ENSG00000188626" 0 4 0 2 5 4 8 6 1 0
"ENSG00000188629" 1 1 1 2 3 0 0 0 1 0
"ENSG00000188636" 2799 4079 1914 2627 11874 13790 4416 2689 1654 2819
"ENSG00000188641" 347 645 616 1043 1620 1307 1434 945 1719 1337
"ENSG00000188643" 20637 37632 1009 1651 14380 5155 12187 10780 2899 9662
"ENSG00000188646" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188647" 1554 3134 3058 2688 7626 8323 2984 3196 4033 1752
"ENSG00000188649" 1 6 12 5 4 1 8 8 4 1
"ENSG00000188655" 0 3 0 0 0 0 0 0 0 0
"ENSG00000188656" 4 0 0 0 0 0 0 0 0 0
"ENSG00000188659" 22 45 91 74 65 45 49 76 21 7
"ENSG00000188660" 0 0 2 1 2 0 1 1 1 0
"ENSG00000188662" 2115 1577 302 214 1833 2762 37 271 433 480
"ENSG00000188668" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188672" 19 7 77 37 115 115 66 61 48 27
"ENSG00000188674" 0 0 17 23 1 0 0 0 1 3
"ENSG00000188676" 0 5 9 17 1 0 1 1 3 1
"ENSG00000188677" 5344 5334 2021 2478 11129 17524 3239 2326 4443 7502
"ENSG00000188681" 325 432 117 279 478 446 148 27 83 126
"ENSG00000188687" 24 42 32 29 29 30 22 16 67 15
"ENSG00000188690" 2795 1894 2342 2158 1902 2423 1983 1565 1967 2471
"ENSG00000188691" 1 0 0 0 0 1 1 0 0 0
"ENSG00000188693" 4 1 8 11 34 35 11 10 6 4
"ENSG00000188694" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188706" 4262 3946 1335 2224 3251 3934 2118 1068 1564 2644
"ENSG00000188707" 35 67 62 124 95 36 323 59 133 175
"ENSG00000188710" 9 13 9 12 25 16 12 10 19 25
"ENSG00000188712" 0 0 1 0 0 2 0 2 0 0
"ENSG00000188716" 0 1 2 7 1 0 0 0 0 0
"ENSG00000188725" 4237 4252 3208 2483 3592 3775 2836 2414 3824 3036
"ENSG00000188729" 0 1 86 17 1 1 0 3 0 0
"ENSG00000188730" 0 3 1 3 0 1 18 9 5 8
"ENSG00000188732" 54 169 664 436 123 379 53 20 525 160
"ENSG00000188735" 714 725 946 1247 1371 1616 1494 1637 1174 747
"ENSG00000188738" 21 40 65 33 99 28 18 0 13 5
"ENSG00000188739" 61 90 73 79 62 95 37 44 60 32
"ENSG00000188747" 200 175 117 178 149 147 95 24 211 119
"ENSG00000188755" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188760" 221 320 458 531 813 814 176 92 352 406
"ENSG00000188761" 0 14 27 27 13 16 9 4 31 16
"ENSG00000188763" 492 281 630 502 597 1157 89 76 709 711
"ENSG00000188765" 0 0 0 2 0 0 3 1 4 7
"ENSG00000188766" 117 626 14 52 2900 1185 3089 2616 263 304
"ENSG00000188770" 5 5 1 1 2 1 1 1 5 2
"ENSG00000188771" 0 0 1 0 0 0 3 0 1 0
"ENSG00000188778" 2 2 2 2 3 5 7 44 3 4
"ENSG00000188779" 28 94 4 13 11 12 14 3 13 5
"ENSG00000188782" 0 0 0 3 0 0 0 0 3 0
"ENSG00000188783" 2554 292 680 2036 1790 1113 1888 212 163 1417
"ENSG00000188784" 0 0 1 0 0 0 0 0 0 0
"ENSG00000188785" 1033 1285 895 830 797 651 461 490 681 519
"ENSG00000188786" 1072 1152 785 1073 1371 1122 1690 1758 904 1172
"ENSG00000188800" 0 0 5 2 0 1 1 1 7 0
"ENSG00000188801" 16 6 9 2 7 4 13 7 7 2
"ENSG00000188803" 5 13 4 22 16 102 31 84 40 58
"ENSG00000188807" 1967 1720 905 1096 1762 3381 1305 1135 2216 3098
"ENSG00000188811" 3899 4945 2489 2501 1445 2560 2319 1994 2252 1570
"ENSG00000188816" 13 1 6 2 23 40 9 2 0 5
"ENSG00000188817" 0 0 1 0 0 0 1 0 0 0
"ENSG00000188818" 10 75 347 360 206 137 15 15 256 62
"ENSG00000188820" 12 213 1159 2970 46 97 158 83 1399 410
"ENSG00000188822" 0 3 38 43 5 0 5 0 5 3
"ENSG00000188825" 141 125 102 128 134 231 101 61 98 82
"ENSG00000188827" 1160 1193 245 413 1078 1132 421 524 515 869
"ENSG00000188828" 0 1 1 0 3 0 1 0 0 0
"ENSG00000188831" 0 0 1 0 0 0 0 1 0 0
"ENSG00000188833" 2 2 3 4 17 19 3 4 54 13
"ENSG00000188846" 62043 46296 56059 39597 43667 64766 16590 19679 33718 34553
"ENSG00000188848" 0 0 5 8 1 1 4 5 5 0
"ENSG00000188850" 0 0 2 0 1 1 0 0 0 0
"ENSG00000188856" 798 511 11 4 1058 1826 334 855 671 984
"ENSG00000188859" 1180 2200 648 1489 4009 4530 805 551 350 419
"ENSG00000188868" 252 337 174 184 214 287 79 21 125 104
"ENSG00000188869" 5 3 31 20 4 5 1 2 4 6
"ENSG00000188873" 12 15 14 10 7 8 6 3 5 13
"ENSG00000188877" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188878" 80 105 164 312 277 391 140 81 151 107
"ENSG00000188883" 1 1 7 3 99 217 4 3 27 49
"ENSG00000188886" 2 2 7 6 106 58 4 1 5 0
"ENSG00000188895" 5484 8249 2452 3954 6814 7214 4741 3763 4767 5213
"ENSG00000188897" 25 40 101 220 121 45 41 18 122 30
"ENSG00000188906" 17 127 413 640 615 1765 342 213 1128 287
"ENSG00000188909" 0 0 0 0 1 0 1 0 1 6
"ENSG00000188910" 0 3 0 7 217 107 159 95 4 39
"ENSG00000188916" 1 1 3 5 131 98 3827 3862 35 15
"ENSG00000188917" 1372 1744 612 774 793 1544 689 462 942 1146
"ENSG00000188921" 53 126 256 325 1155 1428 602 239 1096 651
"ENSG00000188931" 0 0 0 0 0 0 0 0 0 0
"ENSG00000188933" 6 131 171 176 160 186 10 6 77 11
"ENSG00000188937" 0 0 0 2 0 1 0 0 0 0
"ENSG00000188938" 1687 1914 1361 1686 3448 5654 1699 1474 1672 2057
"ENSG00000188958" 6 13 9 23 16 41 3 2 5 3
"ENSG00000188959" 0 1 0 0 6 6 3 2 2 8
"ENSG00000188976" 5542 7550 1958 3144 9032 10889 7579 7831 5731 6923
"ENSG00000188981" 3 21 21 21 17 9 13 10 15 5
"ENSG00000188984" 0 0 0 58 0 0 0 0 0 0
"ENSG00000188985" 78 41 62 37 129 156 66 45 133 123
"ENSG00000188986" 3392 3428 2095 2976 4773 7200 2986 2339 2989 6137
"ENSG00000188991" 0 0 0 1 0 3 0 0 1 0
"ENSG00000188992" 0 2 2 1 10 2 7 1 19 4
"ENSG00000188993" 2 99 15 29 60 23 38 21 93 27
"ENSG00000188994" 664 1514 1418 1222 3017 1650 1733 1813 2280 763
"ENSG00000188996" 20 28 4 5 6 8 2 9 30 10
"ENSG00000188997" 449 581 512 753 748 1047 443 357 517 571
"ENSG00000189001" 5 7 6 42 429 28 136 382 10 71
"ENSG00000189002" 1 1 2 0 2 1 4 2 0 0
"ENSG00000189007" 147 697 391 422 698 850 433 394 513 260
"ENSG00000189013" 0 7 37 169 2 2 0 0 84 4
"ENSG00000189014" 4 5 13 7 10 7 7 4 17 14
"ENSG00000189023" 4 0 0 0 0 0 1 0 0 0
"ENSG00000189030" 0 1 0 0 0 0 1 0 2 0
"ENSG00000189037" 0 0 0 2 0 0 0 0 0 0
"ENSG00000189042" 679 964 537 393 678 534 143 62 382 193
"ENSG00000189043" 6434 6153 21071 11792 28003 30966 8749 10427 11723 14333
"ENSG00000189045" 2 6 23 20 18 23 13 6 15 5
"ENSG00000189046" 1342 1447 926 837 871 1316 661 776 895 1335
"ENSG00000189050" 921 1185 1810 1056 1969 2574 1314 1172 975 443
"ENSG00000189051" 0 0 1 0 1 2 1 1 2 0
"ENSG00000189052" 0 0 0 0 2 1 2 0 0 0
"ENSG00000189056" 6 7 60 66 20958 6090 52 23 149 330
"ENSG00000189057" 548 633 633 651 765 529 961 987 1073 745
"ENSG00000189058" 155836 191663 1020 4087 183558 169068 329881 289094 6091 23020
"ENSG00000189060" 14758 16116 3619 5863 55466 62145 14645 25382 10934 13129
"ENSG00000189064" 104 2415 22163 19688 11 0 14 2 38 6
"ENSG00000189067" 20555 18780 7100 14424 14159 19576 4682 1960 10348 8995
"ENSG00000189068" 1 0 4 10 5 1 6 2 20 0
"ENSG00000189077" 2153 1720 5764 6675 3668 4629 1874 1339 3606 2849
"ENSG00000189079" 2808 2765 992 1133 2603 1939 2240 2240 969 1037
"ENSG00000189089" 7 2 0 2 3 0 2 2 2 4
"ENSG00000189090" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189091" 14742 12704 4835 9073 13679 15432 9834 8268 4245 8288
"ENSG00000189099" 0 0 0 1 0 0 0 0 1 0
"ENSG00000189108" 0 0 1 0 84 25 0 3 1 1
"ENSG00000189114" 924 1036 547 1019 1026 1689 547 401 839 1144
"ENSG00000189120" 22 32 21 52 151 25 384 212 118 406
"ENSG00000189127" 3 5 42 7 46 78 1 1 22 3
"ENSG00000189129" 26 33 86 289 198 185 556 221 226 1363
"ENSG00000189132" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189134" 2 4 6 29 65 47 12 2 21 22
"ENSG00000189136" 48 293 27 45 89 104 80 15 55 38
"ENSG00000189139" 0 0 0 0 1 0 0 1 0 0
"ENSG00000189143" 34 9 20 34 190 129 42 18 29 117
"ENSG00000189144" 182 185 58 38 108 107 60 25 41 76
"ENSG00000189145" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189149" 32 80 23 19 37 49 47 57 66 28
"ENSG00000189152" 1 0 2 0 4 1 8 2 3 2
"ENSG00000189157" 7 10 15 25 93 176 232 306 38 15
"ENSG00000189159" 4107 2897 1584 2565 3975 6403 1438 906 3952 4728
"ENSG00000189164" 402 594 312 251 338 297 101 90 369 208
"ENSG00000189166" 6 7 4 8 21 18 23 9 6 10
"ENSG00000189167" 0 0 2 2 6 7 3 2 7 1
"ENSG00000189169" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189171" 4854 6000 5914 5188 6606 8334 6389 9369 3869 6936
"ENSG00000189180" 2262 3838 1134 1293 969 838 1094 903 874 510
"ENSG00000189181" 1 2 5 2 3 1 0 0 3 0
"ENSG00000189182" 0 0 0 0 0 0 0 0 35 182
"ENSG00000189184" 125 363 274 492 1392 239 1835 951 1434 2935
"ENSG00000189186" 66 39 4 36 0 0 0 5 0 0
"ENSG00000189190" 664 1708 706 674 559 496 152 378 410 148
"ENSG00000189195" 0 0 6 14 43 51 6 6 25 11
"ENSG00000189196" 0 2 0 0 27 19 0 4 2 1
"ENSG00000189212" 2 6 139 35 34 132 15 5 221 53
"ENSG00000189221" 40 26 554 563 827 1199 278 110 375 263
"ENSG00000189223" 942 2053 66 71 2057 627 1042 1064 542 656
"ENSG00000189227" 540 531 300 277 165 319 233 208 186 369
"ENSG00000189229" 56 41 21 0 0 2 1 0 4 2
"ENSG00000189233" 16 62 23 30 1 2 11 4 16 11
"ENSG00000189238" 2 227 16 22 52 14 40 208 84 9
"ENSG00000189241" 2986 3454 1681 1719 1854 3251 2193 1852 1572 2163
"ENSG00000189252" 0 0 4 0 3 2 0 1 0 0
"ENSG00000189253" 0 0 2 0 0 0 0 0 0 0
"ENSG00000189266" 4450 4468 4310 3968 4888 4295 4741 5216 5068 3944
"ENSG00000189269" 5 31 0 6 19 4 4 1 7 0
"ENSG00000189275" 7 46 0 0 3 0 0 1 0 0
"ENSG00000189280" 3 2 0 5 8 2 8 4 2 11
"ENSG00000189283" 466 551 379 534 456 654 67 14 384 223
"ENSG00000189292" 0 3 5 6 4 4 8 6 32 20
"ENSG00000189295" 0 0 0 0 0 0 0 0 1 0
"ENSG00000189298" 1377 1394 267 322 298 314 205 175 282 220
"ENSG00000189299" 9 4 0 0 0 0 4 0 2 1
"ENSG00000189306" 4012 3855 2300 2244 6697 10803 2825 2970 2860 4274
"ENSG00000189308" 1341 1235 1159 713 954 925 898 1308 1179 813
"ENSG00000189316" 0 0 0 1 27 3 3 0 1 1
"ENSG00000189319" 7645 8215 2221 3460 1713 2136 2959 2655 5032 4452
"ENSG00000189320" 107 49 47 51 103 35 393 1758 44 85
"ENSG00000189325" 0 0 1 1 1 0 0 2 1 1
"ENSG00000189326" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189332" 1 1 1 0 0 0 0 0 0 0
"ENSG00000189334" 7 7 5 14 37 9 12 23 7 51
"ENSG00000189337" 3180 2284 1999 2953 1196 2031 4403 5013 1556 1519
"ENSG00000189339" 4029 5887 445 781 3323 3482 1751 1209 1529 1605
"ENSG00000189343" 11801 7627 3837 3389 6211 7324 1599 1410 3695 5106
"ENSG00000189348" 2 1 0 1 0 0 0 0 0 0
"ENSG00000189350" 8 38 44 148 24 28 21 22 49 31
"ENSG00000189357" 0 0 0 0 0 0 19 33 0 0
"ENSG00000189362" 1185 560 332 370 2314 2347 1176 847 500 536
"ENSG00000189366" 10 5 84 53 7 16 0 1 2 3
"ENSG00000189367" 0 0 1 2 6 1 13 10 15 1
"ENSG00000189369" 74 663 619 759 1139 1463 500 1056 464 562
"ENSG00000189372" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189375" 0 0 0 0 1 1 0 1 0 0
"ENSG00000189376" 187 222 306 135 288 687 168 301 514 327
"ENSG00000189377" 27 1 4 4 0 1 0 2 0 2
"ENSG00000189393" 0 0 0 0 0 0 0 0 0 0
"ENSG00000189398" 0 3 3 6 2 2 5 2 5 2
"ENSG00000189401" 0 0 0 0 0 0 1 0 0 0
"ENSG00000189403" 27840 25971 19278 13841 22397 20130 15305 15131 31385 35618
"ENSG00000189409" 3 6 4 3 4 1 95 14 10 40
"ENSG00000189410" 83 39 66 25 33 47 41 58 130 81
"ENSG00000189419" 16 21 29 43 15 22 26 43 17 30
"ENSG00000189420" 10 9 201 286 180 181 92 14 213 287
"ENSG00000189423" 4 74 18 16 160 86 64 48 54 13
"ENSG00000189430" 0 2 9 36 7 1 1 0 21 5
"ENSG00000189431" 0 0 10 18 42 103 0 0 0 24
"ENSG00000189433" 0 1 0 2 0 0 2 1 0 1
"ENSG00000194297" 0 0 1 0 0 0 0 0 4 0
"ENSG00000194717" 0 0 0 0 0 0 0 0 0 0
"ENSG00000195024" 0 0 0 0 0 0 0 0 0 0
"ENSG00000195401" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196071" 3 0 0 4 0 0 1 1 10 2
"ENSG00000196072" 1778 2940 3607 2803 1792 3038 2861 3591 3770 3072
"ENSG00000196074" 149 504 565 503 1429 1318 2426 1581 596 118
"ENSG00000196081" 72 86 25 23 168 116 16 6 33 24
"ENSG00000196083" 3606 5739 7502 6874 8202 5550 11864 8296 5430 1703
"ENSG00000196085" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196090" 0 1 5 16 4 10 3 0 5 12
"ENSG00000196091" 1 3 229 3037 65 12 3 8 6 19
"ENSG00000196092" 1 0 57 89 46 26 4 1 13 10
"ENSG00000196096" 0 0 2 4 0 2 0 0 4 0
"ENSG00000196098" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196099" 0 0 0 0 1 0 0 0 0 0
"ENSG00000196104" 1 0 1 4 24 786 0 2 2 0
"ENSG00000196109" 228 211 35 10 2 2 11 0 0 0
"ENSG00000196110" 169 209 74 63 291 267 121 163 82 86
"ENSG00000196114" 0 5 3 0 4 0 0 0 24 3
"ENSG00000196115" 0 0 0 0 0 0 0 0 1 0
"ENSG00000196116" 2397 2463 2164 2144 1079 2795 1019 1364 2963 2279
"ENSG00000196118" 28 40 109 107 70 106 46 43 72 56
"ENSG00000196119" 26 29 3 4 0 0 0 0 0 0
"ENSG00000196123" 820 3708 515 926 935 1302 740 334 1217 904
"ENSG00000196126" 4230 23620 21977 54501 2056 7303 10829 4604 27114 21866
"ENSG00000196131" 2 0 0 0 0 0 0 0 0 0
"ENSG00000196132" 39 8 61 55 1071 435 298 436 77 67
"ENSG00000196136" 1 0 11 123 248 176 88 87 10 0
"ENSG00000196139" 8 37 18 30 22 47 68 20 11 81
"ENSG00000196141" 8228 9219 2566 3696 11803 14976 14239 7613 4659 6379
"ENSG00000196143" 0 1 0 1 2 0 0 0 0 0
"ENSG00000196150" 497 689 306 342 923 959 273 455 573 440
"ENSG00000196151" 650 855 455 304 566 872 528 594 577 336
"ENSG00000196152" 397 318 307 384 889 1322 183 194 353 385
"ENSG00000196154" 78928 132760 1237 2847 34648 6748 72894 101902 5102 10837
"ENSG00000196155" 7316 13307 4168 3486 3412 3689 2382 2316 2113 1141
"ENSG00000196156" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196159" 73 306 119 454 291 182 1188 346 419 1766
"ENSG00000196166" 0 0 0 0 0 0 5 4 0 3
"ENSG00000196167" 0 0 8 7 297 176 2 0 21 6
"ENSG00000196169" 16 10 35 83 192 26 61 8 34 71
"ENSG00000196171" 0 0 0 0 0 0 0 0 1 0
"ENSG00000196172" 170 434 298 160 192 169 76 31 96 74
"ENSG00000196177" 3678 2624 2729 1081 967 1288 318 149 906 396
"ENSG00000196182" 3136 4383 2248 4129 4140 4556 6279 5320 2531 2961
"ENSG00000196183" 4 8 4 5 3 6 3 2 3 13
"ENSG00000196184" 0 0 0 0 0 0 0 0 15 10
"ENSG00000196187" 5641 10332 1234 2072 2139 1611 1906 2311 1082 1204
"ENSG00000196188" 108 23 1 4 6 10 12 25 12 9
"ENSG00000196189" 106 266 625 1355 264 344 479 91 911 473
"ENSG00000196196" 21 12 33 101 17 9 13 8 24 95
"ENSG00000196199" 8392 10077 2397 3720 5218 4924 2693 3164 2908 2606
"ENSG00000196204" 462 679 1794 2026 1961 2600 917 931 1266 1305
"ENSG00000196205" 41432 26956 20518 12891 19871 20323 13585 10391 11641 17795
"ENSG00000196208" 3131 3137 2845 2763 1762 3403 482 1063 6215 4648
"ENSG00000196209" 26 44 143 471 187 174 332 120 633 386
"ENSG00000196214" 1884 2477 1076 1356 1225 1203 606 667 719 639
"ENSG00000196218" 13 13 460 1994 759 1913 139 33 808 593
"ENSG00000196220" 243 113 184 355 1637 1387 166 57 237 191
"ENSG00000196224" 0 0 0 1 0 0 0 0 0 0
"ENSG00000196227" 962 1897 4043 2161 1976 2826 2534 3184 1140 880
"ENSG00000196228" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196230" 115631 101574 43714 79879 40107 36289 33448 22080 37594 69993
"ENSG00000196233" 583 1529 725 701 1045 1090 1876 1996 1300 727
"ENSG00000196235" 16557 16144 5960 10459 11166 15281 10126 10245 9344 11603
"ENSG00000196236" 1280 1519 1126 1299 3265 3769 1127 1188 979 729
"ENSG00000196240" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196242" 7 12 314 201 1 1 1 1 90 13
"ENSG00000196243" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196247" 136 411 1317 891 1958 924 187 326 1189 278
"ENSG00000196248" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196260" 1 1 2 4 1 1 2 0 1 0
"ENSG00000196262" 36423 39074 74871 73678 119288 139275 45460 46336 85061 94661
"ENSG00000196263" 282 736 429 594 435 241 121 56 568 197
"ENSG00000196266" 0 0 3 5 0 0 0 0 3 0
"ENSG00000196267" 1654 1482 214 277 248 230 95 161 182 132
"ENSG00000196268" 319 783 585 515 833 596 144 50 805 196
"ENSG00000196273" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196274" 0 11 5 6 1 3 1 6 1 0
"ENSG00000196275" 114 177 246 301 500 396 260 355 107 114
"ENSG00000196277" 14 26 2 0 4 1 2 54 0 5
"ENSG00000196284" 2110 1975 320 319 434 487 203 90 271 256
"ENSG00000196289" 0 0 0 2 0 0 0 0 1 0
"ENSG00000196290" 2224 1787 1317 1467 3943 2970 1858 1450 1060 1222
"ENSG00000196295" 700 1766 2045 2613 2522 2098 877 566 1415 560
"ENSG00000196296" 20 117 230 620 120 93 101 110 93 48
"ENSG00000196301" 1 1 5 25 0 0 1 1 1 0
"ENSG00000196302" 10 13 0 1 6 3 3 2 6 3
"ENSG00000196305" 9435 10758 5951 7174 14124 20033 9146 7201 8553 8666
"ENSG00000196312" 213 373 263 173 300 716 148 124 324 252
"ENSG00000196313" 3202 2605 2571 3911 5104 4710 5256 3747 2020 2639
"ENSG00000196323" 1349 2207 1341 1470 2297 1948 1053 825 1480 1013
"ENSG00000196329" 2 24 104 212 21 34 84 18 93 53
"ENSG00000196335" 0 3 621 500 1 7 8 0 15 6
"ENSG00000196337" 0 1 5 4 49 15 20 33 20 10
"ENSG00000196338" 71 405 31 123 312 1834 27 36 64 118
"ENSG00000196341" 0 10 1 0 0 0 0 0 0 0
"ENSG00000196344" 0 0 6 3 2 0 0 0 0 3
"ENSG00000196345" 103 57 511 500 1040 978 208 198 175 219
"ENSG00000196350" 7 1 1 0 0 1 1 0 0 0
"ENSG00000196352" 2859 6960 9645 8513 11754 25000 4956 5652 3995 4054
"ENSG00000196353" 0 1 35 16 10 42 4 2 4 2
"ENSG00000196357" 237 352 237 166 228 182 157 88 135 135
"ENSG00000196358" 2 13 41 118 120 24 83 71 127 106
"ENSG00000196361" 0 0 2 0 75 17 181 50 4 2
"ENSG00000196363" 2331 2390 1675 2361 5102 7146 2016 1616 2496 3783
"ENSG00000196364" 0 0 1 0 21 0 0 1 0 0
"ENSG00000196365" 14732 16736 5721 7906 8661 12151 5574 5532 5324 7768
"ENSG00000196366" 7 4 36 76 53 40 22 9 33 20
"ENSG00000196367" 3682 4092 3602 5873 15070 11324 9730 7496 3356 4919
"ENSG00000196368" 9 42 223 76 353 713 103 34 375 229
"ENSG00000196369" 755 1100 315 375 1694 1867 979 754 796 469
"ENSG00000196371" 14 46 402 441 896 964 594 410 971 866
"ENSG00000196372" 2110 2533 1969 1691 1234 1967 2002 2019 1528 2534
"ENSG00000196376" 156 231 73 221 1574 1799 6 343 190 90
"ENSG00000196378" 412 414 162 344 592 509 340 354 296 271
"ENSG00000196381" 82 240 162 58 71 102 63 21 52 35
"ENSG00000196383" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196387" 874 1096 515 528 759 723 387 736 657 504
"ENSG00000196388" 199 268 87 179 303 379 113 69 136 130
"ENSG00000196390" 1 0 0 0 1 0 0 0 0 0
"ENSG00000196391" 154 284 17 70 80 75 78 117 31 49
"ENSG00000196395" 0 3 0 0 0 0 0 0 0 0
"ENSG00000196396" 5667 7017 9373 10775 8764 15591 6228 6127 5812 5526
"ENSG00000196403" 0 1 0 1 0 0 0 0 0 2
"ENSG00000196405" 516 1193 1828 4002 917 1676 2262 379 2257 3001
"ENSG00000196406" 0 0 0 0 0 0 0 0 0 0
"ENSG00000196407" 11 10 6 24 117 32 507 649 18 23
"ENSG00000196408" 5 5 0 1 0 0 2 0 0 3
"ENSG00000196411" 4248 3697 2144 2293 6094 7571 9404 8424 2788 7745
